"id";"station_name";"longitude";"latitude";"address";"suburb";"postcode";"if_charger_working";"usb_a";"usb_c";"micro_usb";"plug_only";"establishment_type";"if_wifi";"if_bathroom";"access_type";"other_amenities";"star_rating";"mon_open";"mon_close";"tue_open";"tue_close";"wed_open";"wed_close";"thu_open";"thu_close";"fri_open";"fri_close";"sat_open";"sat_close";"sun_open";"sun_close";"if_24h";"created_at";"updated_at"
"119";"Moonee Ponds Library";"144.9250451";"-37.76469952";"762-4 Mt Alexander Road  Moonee Ponds  3039";"Moonee Ponds";"3039";"1";"1";"1";"1";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"120";"Moorabbin Library";"145.038011";"-37.934082";"Shop 5  Taylor St  Moorabbin  3189";"Moorabbin";"3189";"1";"0";"1";"1";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"121";"Mooroolbark Library";"145.3123222";"-37.78625114";"7 Station Street  Mooroolbark  3138";"Mooroolbark";"3138";"1";"0";"0";"0";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"122";"Mornington Library";"145.036511";"-38.217578";"Cnr Queen & Vancouver Streets  Mornington  3931";"Mornington";"3931";"1";"1";"0";"0";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"123";"Mount Evelyn Library";"145.378683";"-37.784955";"Wray Crescent  Mount Evelyn  3796";"Mount Evelyn";"3796";"1";"0";"0";"0";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"124";"Mount Waverley Library";"145.1245893";"-37.87511471";"41 Miller Crescent  Mount Waverley  3149";"Mount Waverley";"3149";"1";"1";"1";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"125";"Narre Warren Library";"145.30199";"-38.01931";"Overland Drive   Narre Warren  3805";"Narre Warren";"3805";"1";"0";"0";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"126";"Newport Library";"144.873683";"-37.84147961";"13 Mason Street  Newport  3015";"Newport";"3015";"1";"1";"1";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"127";"Niddrie Library";"144.8889294";"-37.73615698";"483 Keilor Road  Niddrie  3042";"Niddrie";"3042";"1";"0";"1";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"128";"Noojee Library";"145.997183";"-37.892956";"Powelltown Road  Noojee  3833";"Noojee";"3833";"1";"1";"1";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"129";"Northcote Library";"145.0008307";"-37.7697223";"32-38 Separation Street  Northcote  3070";"Northcote";"3070";"1";"1";"0";"0";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"130";"North Fitzroy Library";"144.9838217";"-37.78361713";"240 St Georges Road  North Fitzroy  3068";"North Fitzroy";"3068";"1";"1";"0";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"131";"North Melbourne Library";"144.9497854";"-37.80355018";"66 Errol Street  North Melbourne  3051";"North Melbourne";"3051";"1";"1";"0";"0";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"132";"Nunawading Library";"145.1814488";"-37.81771962";"379 Whitehorse Road  Nunawading  3131";"Nunawading";"3131";"1";"0";"1";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"133";"Oakleigh Library";"145.0902037";"-37.89739163";"148 Drummond Street  Oakleigh  3166";"Oakleigh";"3166";"1";"0";"1";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"134";"Pakenham Library";"145.483651";"-38.076704";"John Street  Pakenham  3810";"Pakenham";"3810";"1";"0";"1";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"135";"Parkdale Library";"145.0776833";"-37.99338747";"96 Parkers Road  Parkdale  3195";"Parkdale";"3195";"1";"0";"0";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"136";"Phoenix Park Library";"145.081617";"-37.879869";"Rob Roy Road  Phoenix Park  3148";"Phoenix Park";"3148";"1";"1";"0";"0";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"137";"Port Melbourne Library";"144.944679";"-37.83573218";"333 Bay Street  Port Melbourne  3207";"Port Melbourne";"3207";"1";"0";"0";"1";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"138";"Prahran /Windsor Library";"144.993247";"-37.849675";"Corner Greville and Chapel Streets  Prahran /Windsor  3181";"Prahran /Windsor";"3181";"1";"0";"1";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"139";"Preston Library";"145.005606";"-37.74017311";"266 Gower Street  Preston  3070";"Preston";"3070";"1";"1";"0";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"140";"Reservoir Library";"145.0055983";"-37.71510422";"17-21 Ralph Street  Reservoir  3073";"Reservoir";"3073";"1";"1";"1";"1";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"141";"Richmond Library";"144.9982977";"-37.82519539";"415 Church Street  Richmond  3121";"Richmond";"3121";"1";"0";"1";"0";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"142";"Ringwood Library";"145.2285181";"-37.81504283";"4 Melbourne Street S  Ringwood  3134";"Ringwood";"3134";"1";"0";"0";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"143";"Rosanna Library";"145.067225";"-37.742988";"Turnham Avenue  Rosanna  3084";"Rosanna";"3084";"1";"1";"0";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"144";"Rosebud Library";"144.904627";"-38.357336";"MacDowell Street  Rosebud  3939";"Rosebud";"3939";"1";"0";"0";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"145";"Rowville Library";"145.237253";"-37.919743";"Stud Rd  Rowville  3178";"Rowville";"3178";"1";"1";"1";"0";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"146";"RVIB Library";"144.9891781";"-37.85112687";"85 High Street  RVIB  3181";"RVIB";"3181";"1";"1";"0";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"147";"Sandringham Library";"145.00256";"-37.948849";"Waltham Street  Sandringham  3191";"Sandringham";"3191";"1";"1";"0";"0";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"148";"Seaford Shop Library";"145.1261603";"-38.10282387";"120 Nepean Highway  Seaford Shop  3198";"Seaford Shop";"3198";"1";"0";"0";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"149";"Doncaster Library";"145.1240868";"-37.78752639";"687 Doncaster Rd Doncaster";"Doncaster";"3108";"1";"0";"1";"0";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"150";"Somerville Library";"145.1771129";"-38.22463319";"1085 Frankston Flinders Road  Somerville  3912";"Somerville";"3912";"1";"1";"0";"0";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"151";"South Oakleigh Library";"145.0819747";"-37.92741087";"630 Warrigal Road  South Oakleigh  3167";"South Oakleigh";"3167";"1";"1";"0";"1";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"152";"Springvale Library";"145.1531078";"-37.9473157";"411 Springvale Road  Springvale  3171";"Springvale";"3171";"1";"1";"1";"0";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"153";"St Albans Library";"144.8006987";"-37.74179825";"71A Alfrieda Street  St Albans  3021";"St Albans";"3021";"1";"1";"0";"0";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"154";"St Kilda Library";"144.9888216";"-37.86799981";"150 Carlisle Street  St Kilda  3182";"St Kilda";"3182";"1";"0";"1";"0";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"155";"Sunbury Library";"144.73511";"-37.580484";"Macedon Street  Sunbury  3429";"Sunbury";"3429";"1";"1";"1";"0";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"156";"Sunshine Library";"144.8321406";"-37.78331285";"301 Hampshire Road  Sunshine  3020";"Sunshine";"3020";"1";"1";"0";"0";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"157";"The Age Library Broadmeadows Library";"144.9186897";"-37.68278647";"1093 Pascoe Vale Rd  The Age Library Broadmeadows  3047";"The Age  Broadmeadows";"3047";"1";"0";"1";"1";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"158";"The Pines Library";"145.16853";"-37.76232";"Cnr Reynolds & Blackburn Roads  The Pines  3109";"The Pines";"3109";"1";"1";"1";"1";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"159";"Thomastown Library";"145.005103";"-37.67621958";"52 Main Street  Thomastown  3074";"Thomastown";"3074";"1";"0";"1";"1";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"160";"Toorak/South Yarra Library";"144.9904237";"-37.83883483";"340 Toorak Road  Toorak/South Yarra  3141";"Toorak/South Yarra";"3141";"1";"1";"0";"1";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"161";"Tullamarine Library";"144.8736272";"-37.70224088";"59 Spring Street  Tullamarine  3043";"Tullamarine";"3043";"1";"1";"0";"1";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"162";"Vermont South Library";"145.181337";"-37.854452";"Pavey Place  Vermont South  3133";"Vermont South";"3133";"1";"0";"0";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"163";"Vision Australia Library";"145.0321125";"-37.84057609";"454 Glenferrie Road  Vision Australia  3144";"Vision Australia";"3144";"1";"1";"0";"0";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"164";"Watsonia Library";"145.0831915";"-37.71041544";"4-6 Ibbottson Street  Watsonia  3087";"Watsonia";"3087";"1";"1";"1";"0";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"165";"Werribee Library";"144.68209";"-37.87698";"Cnr Heaths and Derrimut Roads  Werribee  3030";"Werribee";"3030";"1";"1";"0";"0";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"166";"Werribee CBD Library";"144.6575447";"-37.90369156";"177 Watton Street  Werribee CBD  3030";"Werribee CBD";"3030";"1";"0";"0";"0";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"167";"Wheelers Hill Library";"145.190587";"-37.90724132";"860 Ferntree Gully Road  Wheelers Hill  3150";"Wheelers Hill";"3150";"1";"1";"0";"0";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"168";"Williamstown Library";"144.8962876";"-37.85851898";"104 Ferguson Street  Williamstown  3018";"Williamstown";"3018";"1";"0";"0";"0";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"169";"Yarra Junction Library";"145.611898";"-37.782293";"Hoddle Street  Yarra Junction  3797";"Yarra Junction";"3797";"1";"1";"0";"1";"1";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"170";"Yarraville Library";"144.8736464";"-37.82044843";"32 Wembley Avenue  Yarraville  3013";"Yarraville";"3013";"1";"0";"0";"1";"0";"Library";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"171";"Flagstaff Station";"144.956447";"-37.811827";"William St / La Trobe St Melbourne City 3000";"Melbourne City";"3000";"1";"0";"0";"1";"1";"Train Station";"0";"1";"Main entrance is step free or with ramps";NULL;"0";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"00:00:00";"23:59:59";"0";NULL;NULL
"172";"Flinders Street Station";"144.966997";"-37.818321";"Swanston St / Flinders St Melbourne City 3000";"Melbourne City";"3000";"1";"0";"1";"0";"1";"Train Station";"0";"1";"Main entrance is step free or with ramps";NULL;"0";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"00:00:00";"23:59:59";"0";NULL;NULL
"173";"Melbourne Central Station";"144.963757";"-37.8097";"La Trobe St Melbourne City 3000";"Melbourne City";"3000";"1";"1";"0";"0";"0";"Train Station";"1";"1";"Main entrance is step free or with ramps";NULL;"0";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"00:00:00";"23:59:59";"0";NULL;NULL
"174";"North Melbourne Station";"144.941831";"-37.806735";"Dynon Rd / Railway Pl West Melbourne 3003";"West Melbourne";"3003";"1";"0";"0";"1";"1";"Train Station";"0";"1";"Main entrance is step free or with ramps";NULL;"0";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"00:00:00";"23:59:59";"0";NULL;NULL
"175";"Parliament Station";"144.973408";"-37.811929";"Spring St Melbourne City 3000";"Melbourne City";"3000";"1";"0";"1";"0";"1";"Train Station";"0";"1";"Main entrance is step free or with ramps";NULL;"0";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"00:00:00";"23:59:59";"0";NULL;NULL
"176";"Richmond Station";"144.989574";"-37.823963";"Punt Rd / Swan St Richmond 3121";"Richmond";"3121";"1";"0";"1";"1";"1";"Train Station";"0";"1";"Entrance(s) have limited access via a small lip or a steep ramp, but alternative access available";NULL;"0";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"00:00:00";"23:59:59";"0";NULL;NULL
"177";"South Yarra Station";"144.992297";"-37.838238";"Toorak Rd / Yarra St South Yarra 3141";"South Yarra";"3141";"1";"0";"0";"1";"0";"Train Station";"0";"1";"Entrance(s) have limited access via a small lip or a steep ramp, but alternative access available";NULL;"0";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"05:00:00";"23:59:59";"00:00:00";"23:59:59";"0";NULL;NULL
